Electrolyte ID,LCE,S1,EC,LiFSI,LiPF6,Sulfolane,CsNO3,LiPO2F2,LiBOB,FEC,LiTFSI,DMC
21-7-95,0.9375,0.011118832522585128,0.17373175816539263,0.08001588404646084,0.05142460041695622,0.34746351633078526,0.03176809292167179,0.009927529038022437,0.04963764519011218,0.019855058076044874,0.051325325126576,0.17373175816539263
